"V1"	"V2"	"scs.cpart"
"A1_336.C5F2"	14.1163860622369	7.07039648443573	7
"A1_352.C5F2"	16.3680649719152	15.3508294220039	6
"A1_232.C5F2"	-5.54282173020034	3.30970477457874	1
"A1_299.C5F2"	-4.57460715321209	6.62926696536477	1
"A1_174.C5F2"	13.4878932688318	10.5418590166455	7
"A1_92.C5C3"	-12.4375587093485	-4.66818051204459	2
"A1_264.C5F2"	14.5986427184228	6.64812170327431	7
"A1_309.C5F2"	-6.28228832269301	15.9695644529601	3
"A1_211.C5F2"	-1.21200363390558	3.79051937750698	1
"A1_332.C5F2"	13.8465260123386	14.1805031733705	1
"A1_327.C5F2"	13.437861142435	-6.51918438953106	7
"A1_311.C5F2"	-13.1808831639274	-19.9001549836997	10
"A1_160.C5F2"	-12.8994307143424	0.841805517166569	1
"A1_61.C5C3"	-8.91863345979697	6.31150224236238	1
"A1_378.C5F2"	-10.7660587422747	3.69163210866436	1
"A1_28.C5C3"	-1.87203699194252	0.752844069150915	3
"A1_13.C5C3"	-1.11097166057547	1.0191503165481	3
"A1_79.C5C3"	13.7925852474611	11.202781065706	6
"A1_237.C5F2"	-16.0491208595388	-16.5458383409018	6
"A1_30.C5C3"	-3.57495110184513	-1.55115274398264	3
"A1_128.C5F2"	17.4068278256617	10.9033337718684	6
"A1_260.C5F2"	-1.69709515729506	4.68628420553771	1
"A1_346.C5F2"	-14.1878645611945	-5.58739095287674	2
"A1_89.C5C3"	-0.349203265149517	6.84031060076741	1
"A1_7.C5C3"	-12.886428498756	-6.8521562158644	1
"A1_209.C5F2"	4.80074910231781	-0.787941447211075	3
"A1_143.C5C3"	28.0868611220667	-1.57856987833943	3
"A1_301.C5F2"	15.3440826691919	14.5144966909862	11
"A1_168.C5F2"	15.5744348189602	14.7647882147373	9
"A1_137.C5C3"	12.6724482947297	20.1363948733776	1
"A1_54.C5C3"	20.8262181018107	-1.68936335129254	3
"A1_20.C5C3"	7.64445611886575	-3.67108748274323	3
"A1_114.C5C3"	5.58325556298666	-12.6477329706013	9
"A1_181.C5F2"	7.67639048704378	2.39157203153867	7
"A1_163.C5F2"	14.293420302444	9.40614292584102	7
"A1_230.C5F2"	13.5506397626765	10.8757727755994	7
"A1_246.C5F2"	14.4237351590405	11.1974845461976	7
"A1_142.C5C3"	11.199007406087	1.63524548138397	7
"A1_331.C5F2"	-11.8600386972146	1.83364326022516	1
"A1_364.C5F2"	5.43385476238466	-7.30013781516527	9
"A1_4.C5A4"	-7.69514543420059	21.15543444913	8
"A1_153.C5F2"	-4.39783232707821	2.94220146993074	1
"A1_73.C5C3"	7.36433334718987	0.53857388812108	7
"A1_377.C5F2"	-5.63220200450774	14.3923011782925	11
"A1_319.C5F2"	-4.75649604367419	13.7868419298563	11
"A1_322.C5F2"	10.3683971868298	6.8320192292663	7
"A1_256.C5F2"	18.6914353261215	12.6838579663282	6
"A1_273.C5F2"	-15.289926755718	0.736054616979537	1
"A1_329.C5F2"	27.2462171777999	7.61291103756075	6
"A1_373.C5F2"	11.4661880175768	8.40373260115836	7
"A1_52.C5C3"	-33.9348708074655	4.22390625095753	4
"A1_121.C5F2"	-13.8487751375272	-2.29833460122822	2
"A1_304.C5F2"	-7.84156401288513	-0.298373335333697	2
"A1_220.C5F2"	-8.11888712972066	21.645866114801	8
"A1_186.C5F2"	7.6275927527793	6.80792320860406	7
"A1_379.C5F2"	17.307574493871	9.76489821397163	7
"A1_320.C5F2"	10.6310530104456	3.11770734997785	7
"A1_353.C5F2"	17.2245248228423	8.11474461784377	6
"A1_18.C5C3"	-4.89373614858299	-7.20450335773221	3
"A1_187.C5F2"	23.3165594218897	7.7917104778439	6
"A1_239.C5F2"	-1.15101951191264	0.51715771351394	9
"A1_132.C5C3"	-37.7976798868923	2.22861135498233	4
"A1_197.C5F2"	17.1476726796031	15.4088142706796	3
"A1_269.C5F2"	19.6746708252156	10.0817317503804	6
"A1_10.C5C3"	18.0729645458755	6.73595013649373	6
"A1_282.C5F2"	19.5703171813832	12.075061193384	6
"A1_82.C5C3"	-5.3345734309308	4.67988260728395	1
"A1_180.C5F2"	18.9480883743329	12.8854083980418	6
"A1_281.C5F2"	-12.6169871466577	-0.983406347578414	1
"A1_150.C5F2"	-4.88768218020162	13.8602053710766	11
"A1_35.C5C3"	11.645637682482	1.06374526640674	7
"A1_305.C5F2"	16.7610821476073	0.31922657977338	3
"A1_188.C5F2"	-1.46496606349951	4.73510843703309	1
"A1_213.C5F2"	11.8559195254652	3.8191689415051	7
"A1_287.C5F2"	-5.05849048255044	-4.38795799910736	2
"A1_253.C5F2"	-4.17150296934988	4.72704360293515	1
"A1_348.C5F2"	10.7127220118541	5.34768108584036	7
"A1_278.C5F2"	-10.6450004206944	-4.69146103127356	2
"A1_344.C5F2"	13.1208788022087	10.1041730983892	7
"A1_224.C5F2"	-7.23448458532618	20.7672222249417	8
"A1_57.C5C3"	-7.73950706359378	21.1544060161673	8
"A1_270.C5F2"	-1.95964863491073	5.96222875760845	1
"A1_34.C5C3"	15.0893641911317	2.14692918372615	7
"A1_33.C5C3"	5.79747557489481	-11.2772578239533	9
"A1_212.C5F2"	19.9649346830945	7.59975379265608	6
"A1_349.C5F2"	11.9761346125315	-9.98872184120621	9
"A1_146.C5F2"	10.428385428865	5.31287057079688	7
"A1_284.C5F2"	10.2115332306353	4.59275653222366	7
"A1_248.C5F2"	-7.06175841052446	15.6498973033865	1
"A1_293.C5F2"	-14.0293327238968	-1.96384481008983	2
"A1_289.C5F2"	-9.49621447956459	2.95543629816688	1
"A1_147.C5F2"	13.9142192171307	13.1125464119563	7
"A1_221.C5F2"	25.4296216147609	6.50093053308514	6
"A1_145.C5F2"	-4.64656087735915	-4.17483072293149	3
"A1_64.C5C3"	-7.43949613565198	22.0906174034002	8
"A1_167.C5F2"	-1.09761633148086	3.2048074546072	9
"A1_251.C5F2"	-11.8114865272609	-2.9983045975113	2
"A1_200.C5F2"	19.8735899090699	8.76114604780519	6
"A1_25.C5C3"	14.4793329609161	6.42436577931407	6
"A1_205.C5F2"	15.5353772994436	10.8215704607338	6
"A1_127.C5F2"	-10.873125032337	0.287894497672248	1
"A1_151.C5F2"	-12.3936731022109	-3.25949562433287	2
"A1_27.C5C3"	17.5970001396167	0.230151768210151	7
"A1_275.C5F2"	16.6779103802891	11.812954924252	6
"A1_3.C5A4"	-7.65449600596025	21.3571490057529	8
"A1_249.C5F2"	-0.228904806985101	6.40013698608688	1
"A1_307.C5F2"	11.8321692114161	-9.82823581161529	9
"A1_318.C5F2"	21.2800102124413	3.51085298046227	6
"A1_102.C5C3"	-13.2098650784665	-4.34892364968978	2
"A1_247.C5F2"	19.3611209269894	12.7139952407855	6
"A1_178.C5F2"	-15.1421457025715	-3.02391108857874	2
"A1_261.C5F2"	16.5391705482702	2.43323103523872	7
"A1_321.C5F2"	-14.0318510615853	1.4196648656736	1
"A1_202.C5F2"	22.2827100038048	5.08792375092506	6
"A1_155.C5F2"	-7.91345711804945	0.282073283972316	1
"A1_172.C5F2"	7.3350849950109	4.36684380325199	7
"A1_198.C5F2"	13.425284100847	4.3680186512153	7
"A1_228.C5F2"	-6.73693864957521	21.3125895447172	8
"A1_335.C5F2"	10.4108800581042	5.82797552916717	7
"A1_126.C5F2"	19.0667656224962	11.8662096799377	6
"A1_250.C5F2"	-15.585738077043	-4.01795167610503	2
"A1_308.C5F2"	13.8751133638577	10.6159007298071	7
"A1_31.C5C3"	-38.1857350464258	1.36183970523896	4
"A1_233.C5F2"	9.83662711429671	6.58035024271831	7
"A1_203.C5F2"	14.1133807212966	9.36141486758498	7
"A1_334.C5F2"	12.0582019625265	9.71146307522136	7
"A1_280.C5F2"	11.8985548697261	10.3423184754458	7
"A1_375.C5F2"	7.49885441966717	4.67728586436861	7
"A1_47.C5C3"	-10.4360941545553	-0.223594593083835	1
"A1_350.C5F2"	6.3124520873518	-11.7960520750974	9
"A1_191.C5F2"	-6.29761047975826	-1.61852098572218	3
"A1_71.C5C3"	-38.5909419358488	1.4053479055895	4
"A1_339.C5F2"	17.186197724573	1.47012627736182	7
"A1_24.C5C3"	9.92071011395824	-5.53654205615865	7
"A1_252.C5F2"	-1.80408142799502	4.69981654747555	1
"A1_325.C5F2"	18.5136127987395	4.24243306008481	7
"A1_175.C5F2"	-1.93363052467328	4.68804028879199	1
"A1_291.C5F2"	18.1985601488707	13.3795628333346	6
"A1_257.C5F2"	1.15466114374921	-10.8810244135832	7
"A1_83.C5C3"	-7.51435010571883	21.9258446065924	8
"A1_77.C5C3"	11.408722933968	8.50222848267731	7
"A1_259.C5F2"	19.3236815798264	10.1608253244946	6
"A1_166.C5F2"	-8.05658784385393	3.1491909985332	1
"A1_296.C5F2"	16.9829172556794	7.75625836474421	6
"A1_164.C5F2"	0.236442742190248	3.21506795281452	3
"A1_294.C5F2"	-5.37202383294334	-2.06404544612884	3
"A1_177.C5F2"	19.3705771986101	10.3039588527571	6
"A1_144.C5C3"	0.66009330038085	-2.25741974347205	9
"A1_152.C5F2"	0.11153484970414	2.44535317590192	1
"A1_234.C5F2"	4.37970939556818	-6.93248752145507	1
"A1_2.C5A4"	-7.3529868140116	21.8581954161472	8
"A1_283.C5F2"	22.6824214853008	3.87797328630964	6
"A1_306.C5F2"	14.461366027288	7.64935234912464	7
"A1_141.C5C3"	13.8340602630125	6.27815925530344	7
"A1_97.C5C3"	13.2164062907722	9.96369942465384	2
"A1_295.C5F2"	24.5172291711389	6.68020684202592	6
"A1_134.C5C3"	15.2342827277996	7.30980210153404	7
"A1_16.C5C3"	6.58898630013669	-8.57724168513888	9
"A1_351.C5F2"	11.8534393363141	1.78943160044608	7
"A1_159.C5F2"	-1.00408899876042	2.70896974818333	1
"A1_240.C5F2"	-14.5183217597125	-0.174298801766494	1
"A1_277.C5F2"	21.4227210456126	4.47895675609239	6
"A1_1.C5A4"	16.7460425508985	3.54018276533148	7
"A1_84.C5C3"	8.05071798140607	2.74164962220839	7
"A1_286.C5F2"	-18.0027124221654	-8.58933404276739	2
"A1_208.C5F2"	17.8525112712144	2.14464725171169	6
"A1_149.C5F2"	-3.458861025024	4.57711811403425	1
"A1_302.C5F2"	27.9969785380453	-1.28974454481733	6
"A1_76.C5C3"	-7.51433884201741	2.56883787289005	1
"A1_9.C5C3"	11.5902396699294	10.5409610886279	7
"A1_32.C5C3"	7.6671344634505	-11.5339471693316	9
"A1_48.C5C3"	21.3150447082103	0.353017996007243	3
"A1_189.C5F2"	17.7599907245849	3.35851551832624	7
"A1_366.C5F2"	10.113337450693	6.09847677716437	7
"A1_129.C5F2"	-36.6531107332545	4.79359548127381	4
"A1_74.C5C3"	-6.99964178970717	21.7059838437794	8
"A1_341.C5F2"	17.0362402510011	0.0464576967581947	7
"A1_65.C5C3"	6.82671491617051	-11.9965185742692	9
"A1_241.C5F2"	8.89635942954053	7.03441749032468	7
"A1_125.C5F2"	-5.01072707792298	14.0109194101262	11
"A1_297.C5F2"	23.4590394571573	7.68886326171774	6
"A1_40.C5C3"	-0.383261774871222	-0.131580094690251	9
"A1_53.C5C3"	27.8794975956568	-1.87007653153362	3
"A1_105.C5C3"	7.71026013577271	7.99526770183502	7
"A1_323.C5F2"	-35.7205079623499	1.21290142177529	4
"A1_117.C5C3"	-12.514354196192	-0.068967130552315	1
"A1_87.C5C3"	-38.8891678146056	0.459656164215071	4
"A1_236.C5F2"	1.99942820709761	5.02928070224085	1
"A1_363.C5F2"	-38.3399031819907	1.00500895737144	4
"A1_310.C5F2"	17.5143190463735	8.88712941703895	6
"A1_330.C5F2"	6.76638962619605	-9.10627752284478	9
"A1_215.C5F2"	-39.5715308501473	0.0390569857935136	4
"A1_6.C5C3"	-9.55836308932357	-1.8642665367434	1
"A1_22.C5C3"	-39.2462717125412	0.915263502999791	4
"A1_312.C5F2"	6.04646805957074	-7.20672056252755	9
"A1_62.C5C3"	2.91868857137042	5.58357279528754	6
"A1_244.C5F2"	15.2582859249051	2.8706229976616	7
"A1_288.C5F2"	23.3286573416388	6.52944512544636	6
"A1_255.C5F2"	-7.03447890287101	6.61193413667645	1
"A1_78.C5C3"	27.8077636843739	-1.99700563765997	6
"A1_361.C5F2"	20.9345362614337	10.4982449534377	6
"A1_41.C5C3"	-8.6704715494982	-9.08511250238484	2
"A1_185.C5F2"	20.3455028290423	8.35651178319582	6
"A1_229.C5F2"	-7.68919125544936	-21.1618513258028	5
"A1_169.C5F2"	-5.37446211250559	-0.291659747275778	1
"A1_111.C5C3"	11.9767934791538	2.40097533907168	3
"A1_161.C5F2"	19.6953496061927	1.27854721552344	3
"A1_46.C5C3"	18.212871993337	1.70818586767169	6
"A1_140.C5C3"	20.5632481476126	-1.09576126700854	6
"A1_326.C5F2"	10.0975164928291	5.71473463256853	7
"A1_218.C5F2"	16.2012517897175	7.76429492681312	6
"A1_219.C5F2"	18.8136805302775	12.8606246223825	6
"A1_216.C5F2"	2.98304199449833	0.776460490535124	9
"A1_43.C5C3"	5.83523425933901	-1.18894879288435	3
"A1_222.C5F2"	24.7765855185377	6.4587447689529	6
"A1_225.C5F2"	-7.29171857312193	4.72296917668557	1
"A1_333.C5F2"	12.1683694290265	-10.3654776749485	6
"A1_243.C5F2"	22.3044879996658	-1.29834159638565	6
"A1_94.C5C3"	17.3973362851407	-5.66286092909927	9
"A1_271.C5F2"	0.129667252357828	3.54691833889504	3
"A1_242.C5F2"	11.1044264780574	-10.2761419419721	9
"A1_100.C5C3"	9.61548007640258	8.11468898339224	7
"A1_68.C5C3"	3.87900882520062	5.72375990317526	6
"B1_98.C5B4"	-8.01790008411843	-2.2071497952627	2
"B1_79.C5B4"	-7.03261705408554	15.7137221830521	11
"B1_200.C5B4"	-33.5654248164237	3.63943897788528	4
"B1_178.C5B4"	-10.2106832814432	5.19677086190785	1
"B1_328.C5G5"	24.6963436534844	8.81833112297552	6
"B1_380.C5G5"	25.0369257607655	13.1437401502331	6
"B1_110.C5B4"	-7.44420312095636	20.3767345559321	8
"B1_208.C5B4"	3.86966592690564	-9.9101651620958	9
"B1_224.C5G5"	-4.31314210412696	3.11576641698508	1
"B1_24.C5F2"	-2.0635090394174	-2.5441662975783	3
"B1_56.C5B4"	-2.58787863336416	5.28107793025687	1
"B1_339.C5G5"	-3.80476505671202	12.8286710280096	11
"B1_295.C5G5"	21.4315168235437	12.7606354049657	6
"B1_185.C5B4"	-4.63437024337044	0.434741179578076	1
"B1_28.C5B4"	-12.152730068121	-0.53945373488556	2
"B1_238.C5H10"	-9.52761993293824	-21.134760718952	5
"B1_327.C5G5"	13.7492345678141	19.5497731191554	6
"B1_219.C5G5"	25.8113958193944	11.4352241171752	3
"B1_163.C5B4"	6.07663690740992	-9.02670188247829	9
"B1_126.C5B4"	-4.24892290941848	6.15546689811079	1
"B1_206.C5B4"	-4.03991951356374	5.013055241617	1
"B1_215.C5B4"	-2.05311205806146	0.350401104827423	9
"B1_57.C5B4"	2.28919285349688	-7.40787318108729	1
"B1_108.C5B4"	-13.3867735829824	-9.38214772526018	2
"B1_268.C5G5"	24.4631148133274	6.61677192665056	6
"B1_356.C5G5"	2.07558140326984	-6.8057061358423	1
"B1_97.C5B4"	-35.8601312808866	2.09940013918536	4
"B1_73.C5B4"	-2.65321444478601	6.27318900330536	1
"B1_298.C5G5"	-3.78542819344725	2.6643873538136	1
"B1_297.C5G5"	-4.22621341596348	3.82361890049568	1
"B1_286.C5G5"	18.1727172805232	9.93004605334028	6
"B1_65.C5B4"	-10.3841309695257	-4.41787138114405	2
"B1_96.C5B4"	-33.1964803096765	3.61727415748789	4
"B1_142.C5B4"	-3.99236312829336	4.3078727731288	1
"B1_124.C5B4"	-2.53854480755699	5.10698975826017	1
"B1_336.C5G5"	-37.1826273445655	0.262275843357332	4
"B1_195.C5B4"	-2.95736226772669	1.61645300047079	9
"B1_319.C5G5"	-4.1913470743514	3.6724589540196	1
"B1_254.C5G5"	0.80168179693495	4.0042459222833	1
"B1_176.C5B4"	9.76303425701213	-8.45809946556047	9
"B1_344.C5G5"	21.6483827761501	12.3971965830752	6
"B1_147.C5B4"	-7.17360628302812	17.1633260866009	8
"B1_376.C5G5"	-2.54376119212791	7.06388334768653	1
"B1_2.C5F2"	-38.2150806282564	4.13264143020176	4
"B1_275.C5G5"	-5.14912170253175	5.99376303931321	1
"B1_277.C5G5"	-9.8458362870912	2.91528810889492	1
"B1_290.C5G5"	19.8093257110494	12.9155688297594	7
"B1_77.C5B4"	14.7330807417355	15.719187049115	6
"B1_280.C5G5"	-6.70324131558592	15.8919560698331	11
"B1_4.C5F2"	-4.40137536490547	4.84742747059809	1
"B1_272.C5G5"	18.3818737162296	4.69157880861376	7
"B1_294.C5G5"	24.5367588407266	8.07554107157756	6
"B1_340.C5G5"	-3.06887280670418	7.22339511317068	1
"B1_62.C5B4"	9.06667748080813	-1.11316148470769	7
"B1_17.C5F2"	-9.70265279837407	0.961249403733416	1
"B1_296.C5G5"	19.9260604212409	12.5979482727642	6
"B1_214.C5B4"	-14.6178209501035	-0.352165359373234	2
"B1_106.C5B4"	-10.3790429268729	5.01766037884489	1
"B1_101.C5B4"	1.75039892310466	-9.30771406400356	9
"B1_240.C5B4"	-7.13185765772684	15.8919727101616	11
"B1_191.C5B4"	-0.597856780244592	0.605420166380909	3
"B1_135.C5B4"	-10.2753616512533	0.28147825800245	1
"B1_312.C5G5"	0.487600878264234	-0.0460002987645984	3
"B1_52.C5B4"	-7.81589922799056	3.99516134598455	1
"B1_196.C5B4"	12.4932624613848	-6.74075890049015	9
"B1_92.C5B4"	-39.2052760299973	0.121748662698093	4
"B1_307.C5G5"	28.4876391294208	-1.20947477374266	7
"B1_220.C5G5"	22.0390753628403	12.1772230052674	6
"B1_143.C5B4"	28.3991563312056	-2.23309567839201	3
"B1_169.C5B4"	28.7796296917255	-2.11030407046818	6
"B1_125.C5B4"	-7.12501053106558	17.0935551936975	8
"B1_183.C5B4"	-9.22459683243614	2.15911918913792	1
"B1_118.C5B4"	-7.09449486087731	20.485876515125	8
"B1_253.C5G5"	-3.64815899325055	7.47145603657364	1
"B1_202.C5B4"	-5.76296495898753	-5.46694282330204	2
"B1_155.C5B4"	-7.17993555323124	16.0394863425085	8
"B1_180.C5B4"	-9.82902017185469	0.354926478112184	1
"B1_198.C5B4"	-5.09481848525353	8.20447670161312	1
"B1_41.C5B4"	5.5256665309376	-12.4643329713676	9
"B1_212.C5B4"	16.099888631753	-1.16827417342054	3
"B1_299.C5G5"	12.7893527375436	10.0624352453853	7
"B1_269.C5G5"	26.6106861029788	10.4636379421882	6
"B1_311.C5G5"	-34.3120427013469	4.17045749791898	4
"B1_316.C5G5"	-37.3379880293533	3.92116863653422	4
"B1_75.C5B4"	6.89202722167911	-9.31652700757501	9
"B1_308.C5G5"	6.55645874672694	-11.0292463967589	9
"B1_241.C5G5"	13.3778891097052	9.09363686832885	3
"B1_35.C5B4"	13.8696406514816	-10.0447842729672	9
"B1_281.C5G5"	19.6203642998669	13.3278210886069	6
"B1_90.C5B4"	-8.4581421089819	21.8131214058413	8
"B1_338.C5G5"	15.9173839466384	0.859655994481068	7
"B1_247.C5G5"	26.8828023106708	10.0802064003203	3
"B1_105.C5B4"	-36.0665930498432	2.0875781401587	4
"B1_156.C5B4"	15.6788044905097	1.93301385341174	7
"B1_186.C5B4"	-6.48855861981384	-3.81329525500901	2
"B1_210.C5B4"	20.4919973389192	-0.108690158928021	3
"B1_152.C5B4"	-6.27686595344129	-5.77498167315485	2
"B1_251.C5G5"	-10.5633086720444	1.0991287881961	2
"B1_228.C5G5"	22.6620902234928	10.3046904371828	6
"B1_205.C5B4"	-10.9143472591606	1.54006769575917	1
"B1_260.C5G5"	10.2363961472021	-9.38484221353936	9
"B1_164.C5B4"	-3.32893933292956	-9.66987425606306	2
"B1_330.C5G5"	12.2664689456196	10.6942870694867	7
"B1_121.C5B4"	23.6425854238868	6.89162205810137	3
"B1_252.C5G5"	-12.1337625371622	-3.87317496793159	2
"B1_209.C5B4"	14.5625672542388	8.57780505489494	3
"B1_139.C5B4"	-1.16219852137097	4.55065886880811	9
"B1_343.C5G5"	25.2310135455365	8.24341869611158	6
"B1_266.C5G5"	24.6818140091168	7.89331034731998	6
"B1_207.C5B4"	9.46031020431205	-9.51315516322424	9
"B1_190.C5B4"	-13.3960342281492	-6.39017207604759	2
"B1_225.C5G5"	18.6642515298335	9.5307632035254	6
"B1_87.C5B4"	-9.72897957062591	4.92508734504247	1
"B1_270.C5G5"	-9.56624041908725	-3.02653852262366	2
"B1_162.C5B4"	11.649561447523	0.278586701506426	7
"B1_122.C5B4"	9.01650484455682	3.12433132658377	7
"B1_127.C5B4"	8.61850618581467	-0.150594222940283	3
"B1_355.C5G5"	5.94812003307777	-12.3538554219852	9
"B1_333.C5G5"	8.55064160774413	2.89398422998079	7
"B1_348.C5G5"	21.8283337594369	13.1958930879385	6
"B1_80.C5B4"	-10.1699394523423	3.35674657388021	1
"B1_47.C5F2"	-16.9459397478655	-2.76332679989362	2
"B1_303.C5G5"	25.9341062693291	7.13981928408578	6
"B1_287.C5G5"	16.3045971581064	0.775336598354908	3
"B1_3.C5F2"	12.2410183337543	-9.896488026471	6
"B1_174.C5B4"	-8.05234462180541	-2.90327345834773	2
"B1_318.C5G5"	13.1652620561294	10.139758982428	7
"B1_259.C5G5"	3.11977064334307	-9.03176524794622	9
"B1_137.C5B4"	-13.4903287315407	-2.00795319920543	2
"B1_99.C5B4"	-2.38738975032911	4.93838782819374	1
"B1_213.C5B4"	8.25167873453563	-3.7233466686883	3
"B1_211.C5B4"	8.41586673752414	7.56242460205104	7
"B1_325.C5G5"	15.6738088112216	8.46948485874793	6
"B1_375.C5G5"	8.94318701617982	-4.54573700435637	5
"B1_222.C5G5"	18.7486711450975	6.26004393584704	7
"B1_218.C5G5"	-7.72393988977713	21.4436594561188	8
"B1_51.C5B4"	9.07987237734885	-0.345880965124576	7
"B1_161.C5B4"	10.5818880943944	2.83372425981026	7
"B1_332.C5G5"	-7.62914075662099	21.0247313779789	8
"B1_132.C5B4"	12.1276650354282	9.3919548608194	7
"B1_378.C5G5"	-7.73638508865923	21.460490956499	8
"B1_345.C5G5"	3.07482518066303	-8.23088649399971	9
"B1_276.C5G5"	20.7648242671377	12.502741691806	6
"B1_165.C5B4"	0.354125809538967	0.370608147911028	9
"B1_352.C5G5"	16.2973538400982	0.64673852812292	6
"B1_301.C5G5"	12.940639629311	11.1499712015123	7
"B1_43.C5B4"	2.6132733171853	-0.561829269081393	3
"B1_129.C5B4"	10.0116571293882	-6.10511316505629	9
"B1_138.C5B4"	-7.73442389836449	21.4738797964189	8
"B1_304.C5G5"	0.411421072793201	2.28815339427022	3
"B1_226.C5G5"	-1.59073974974057	-5.04457986477923	3
"B1_284.C5G5"	-2.99933729695525	7.85805865743775	1
"B1_81.C5B4"	10.1628534832717	3.44161956946388	7
"B1_346.C5G5"	21.555475239799	13.2746302196222	6
"B1_192.C5B4"	27.992653525175	-1.58698540036403	6
"B1_271.C5G5"	16.8617989819872	10.7866129765028	6
"B1_289.C5G5"	24.8119426441496	8.40320921059526	6
"B1_93.C5B4"	7.67352486510878	9.44524088896866	9
"B1_347.C5G5"	5.40728469108271	-9.27228773513588	9
"B1_179.C5B4"	-11.8072130355342	-10.2506426324507	2
"B1_267.C5G5"	20.6129383667619	12.4530359745113	6
"B1_204.C5B4"	18.8691212627789	3.91098608191361	7
"B1_342.C5G5"	20.8595743788275	9.78017506070664	6
"B1_6.C5F2"	16.9607233516507	-3.36642016037916	7
"B1_63.C5B4"	8.23086822766021	-4.62415112610775	9
"B1_285.C5G5"	19.2634686936531	10.198354839941	6
"B1_146.C5B4"	1.2844558125247	5.80647908570338	9
"B1_250.C5G5"	23.2513087620527	12.0511249414665	6
"B1_199.C5B4"	4.42116715943044	5.44054834497188	3
"B1_193.C5B4"	-7.04031896728471	-1.57902149429316	2
"B1_27.C5B4"	10.4669986697348	8.09262947318422	7
"B1_151.C5B4"	-11.0343633695722	1.8743079816549	1
"B1_293.C5G5"	18.1166293064824	3.57834921067949	7
"B1_302.C5G5"	15.163237412337	12.9268083083185	6
"B1_10.C5F2"	10.6083870317371	10.3226075758397	7
"B1_377.C5G5"	-1.34593960622039	5.33390918167615	1
"B1_83.C5B4"	5.38693696501244	-0.896084162608779	3
"B1_248.C5G5"	20.2701708091683	8.36996300055788	6
"B1_249.C5G5"	24.8517599732492	7.74513144058906	6
"B1_351.C5G5"	21.8620096104746	11.1012200541614	6
"B1_291.C5G5"	-2.88620816759282	5.8517630963709	1
"B1_104.C5B4"	-6.90590585382824	0.253552166876537	1
"B1_109.C5B4"	11.7487115979681	-6.33958465401135	9
"B1_60.C5B4"	-9.82926229782822	0.334934716027886	2
"B1_310.C5G5"	21.7237720443632	8.17333441125651	3
"B1_223.C5G5"	18.7469425205967	5.44792184332128	7
"B1_30.C5B4"	14.8316153377722	13.3235733817598	7
"B1_242.C5G5"	24.3238339003457	8.91481854820179	6
"B1_40.C5B4"	-6.21561479317667	4.91223645466704	1
"B1_349.C5G5"	18.8935571516717	6.17259907074589	6
"B1_273.C5G5"	24.2532539944336	5.91802464358717	6
"B1_69.C5B4"	9.62868827948789	-4.25300528726389	7
"B1_230.C5G5"	-7.83025777349832	21.5710848470318	8
"B1_157.C5B4"	10.0388171303123	7.94542183964868	7
"B1_175.C5B4"	6.43015033258385	-12.5339815021983	9
"B1_323.C5G5"	22.7069286387461	12.7148858665149	6
"B1_350.C5G5"	16.7086296801859	9.74836906401455	6
