,gastruloid,V1,V2,scs.cpart,clust_C5F10,clust_C5A9,clust_C5B10,clust_C5C6,clust_C5G7,clust_C5H11,clust_C5H7,clust_C5H9
A1_283,C5F2,22.6824214853008,3.8779732863096403,6.0,,,,,,,,
A1_284,C5F2,10.2115332306353,4.59275653222366,7.0,,,,,,,,
A1_285,C5F2,-34.448381089699105,3.8855583202324504,4.0,,,,,,,,
A1_286,C5F2,-18.0027124221654,-8.58933404276739,2.0,,,,,,,,
A1_287,C5F2,-5.05849048255044,-4.38795799910736,2.0,,,,,,,,
A1_288,C5F2,23.3286573416388,6.52944512544636,6.0,,,,,,,,
A1_289,C5F2,-9.496214479564589,2.95543629816688,1.0,,,,,,,,
A1_29,C5C3,-7.86957619486816,20.701327753917,8.0,,,,,,,,
A1_290,C5F2,-34.6294287477263,2.57185028454175,12.0,,,,,,,,
A1_291,C5F2,18.1985601488707,13.379562833334598,6.0,,,,,,,,
A1_292,C5F2,-7.86672992696162,1.11689728598661,1.0,,,,,,,,
A1_293,C5F2,-14.029332723896802,-1.9638448100898303,2.0,,,,,,,,
A1_294,C5F2,-5.37202383294334,-2.0640454461288402,3.0,,,,,,,,
A1_295,C5F2,24.517229171138897,6.68020684202592,6.0,,,,,,,,
A1_296,C5F2,16.9829172556794,7.75625836474421,6.0,,,,,,,,
A1_297,C5F2,23.459039457157303,7.68886326171774,6.0,,,,,,,,
A1_298,C5F2,14.7559357854966,14.6771201913957,7.0,,,,,,,,
A1_299,C5F2,-4.57460715321209,6.62926696536477,1.0,,,,,,,,
A1_3,C5A4,-7.65449600596025,21.3571490057529,8.0,,,,,,,,
A1_30,C5C3,-3.5749511018451297,-1.5511527439826398,3.0,,,,,,,,
A1_300,C5F2,-1.83443022683035,0.837407408496437,1.0,,,,,,,,
A1_301,C5F2,15.344082669191899,14.5144966909862,11.0,,,,,,,,
A1_302,C5F2,27.9969785380453,-1.2897445448173301,6.0,,,,,,,,
A1_304,C5F2,-7.841564012885129,-0.29837333533369703,2.0,,,,,,,,
A1_305,C5F2,16.7610821476073,0.31922657977338004,3.0,,,,,,,,
A1_306,C5F2,14.461366027288001,7.64935234912464,7.0,,,,,,,,
A1_307,C5F2,11.8321692114161,-9.82823581161529,9.0,,,,,,,,
A1_308,C5F2,13.875113363857698,10.6159007298071,7.0,,,,,,,,
A1_309,C5F2,-6.2822883226930095,15.9695644529601,3.0,,,,,,,,
A1_31,C5C3,-38.1857350464258,1.3618397052389601,4.0,,,,,,,,
A1_310,C5F2,17.5143190463735,8.887129417038949,6.0,,,,,,,,
A1_311,C5F2,-13.1808831639274,-19.9001549836997,10.0,,,,,,,,
A1_312,C5F2,6.04646805957074,-7.20672056252755,9.0,,,,,,,,
A1_316,C5F2,-9.69289211139125,-21.165252483596802,5.0,,,,,,,,
A1_317,C5F2,10.3119087485474,5.824087934177519,7.0,,,,,,,,
A1_318,C5F2,21.2800102124413,3.51085298046227,6.0,,,,,,,,
A1_319,C5F2,-4.756496043674191,13.786841929856301,11.0,,,,,,,,
A1_32,C5C3,7.6671344634505,-11.5339471693316,9.0,,,,,,,,
A1_320,C5F2,10.6310530104456,3.1177073499778505,7.0,,,,,,,,
A1_321,C5F2,-14.0318510615853,1.4196648656736002,1.0,,,,,,,,
A1_322,C5F2,10.368397186829801,6.8320192292663,7.0,,,,,,,,
A1_323,C5F2,-35.7205079623499,1.21290142177529,4.0,,,,,,,,
A1_324,C5F2,-3.3100190967288703,7.0408700610757995,1.0,,,,,,,,
A1_325,C5F2,18.5136127987395,4.24243306008481,7.0,,,,,,,,
A1_326,C5F2,10.097516492829099,5.71473463256853,7.0,,,,,,,,
A1_327,C5F2,13.437861142435,-6.519184389531059,7.0,,,,,,,,
A1_328,C5F2,-4.69093109564403,4.7564363789082496,1.0,,,,,,,,
A1_329,C5F2,27.2462171777999,7.6129110375607505,6.0,,,,,,,,
A1_33,C5C3,5.7974755748948095,-11.277257823953303,9.0,,,,,,,,
A1_330,C5F2,6.76638962619605,-9.10627752284478,9.0,,,,,,,,
A1_331,C5F2,-11.860038697214598,1.8336432602251598,1.0,,,,,,,,
A1_332,C5F2,13.8465260123386,14.1805031733705,1.0,,,,,,,,
A1_333,C5F2,12.168369429026502,-10.365477674948501,6.0,,,,,,,,
A1_334,C5F2,12.0582019625265,9.71146307522136,7.0,,,,,,,,
A1_335,C5F2,10.4108800581042,5.827975529167169,7.0,,,,,,,,
A1_336,C5F2,14.1163860622369,7.07039648443573,7.0,,,,,,,,
A1_339,C5F2,17.186197724573,1.47012627736182,7.0,,,,,,,,
A1_34,C5C3,15.089364191131699,2.14692918372615,7.0,,,,,,,,
A1_341,C5F2,17.0362402510011,0.0464576967581947,7.0,,,,,,,,
A1_343,C5F2,14.562065015733,3.97786274817432,7.0,,,,,,,,
A1_344,C5F2,13.1208788022087,10.104173098389198,7.0,,,,,,,,
A1_346,C5F2,-14.187864561194502,-5.58739095287674,2.0,,,,,,,,
A1_348,C5F2,10.7127220118541,5.34768108584036,7.0,,,,,,,,
A1_349,C5F2,11.9761346125315,-9.98872184120621,9.0,,,,,,,,
A1_35,C5C3,11.645637682481999,1.06374526640674,7.0,,,,,,,,
A1_350,C5F2,6.3124520873518,-11.796052075097402,9.0,,,,,,,,
A1_351,C5F2,11.853439336314098,1.78943160044608,7.0,,,,,,,,
A1_352,C5F2,16.3680649719152,15.350829422003901,6.0,,,,,,,,
A1_353,C5F2,17.2245248228423,8.114744617843769,6.0,,,,,,,,
A1_355,C5F2,-4.07035546011379,3.20660610890881,1.0,,,,,,,,
A1_36,C5C3,-16.3941572298891,-2.8836246461688,2.0,,,,,,,,
A1_361,C5F2,20.9345362614337,10.498244953437698,6.0,,,,,,,,
A1_362,C5F2,3.8612602491900803,-7.60590727959141,9.0,,,,,,,,
A1_363,C5F2,-38.33990318199071,1.00500895737144,4.0,,,,,,,,
A1_364,C5F2,5.4338547623846605,-7.300137815165269,9.0,,,,,,,,
A1_366,C5F2,10.113337450693,6.09847677716437,7.0,,,,,,,,
A1_373,C5F2,11.466188017576801,8.40373260115836,7.0,,,,,,,,
A1_375,C5F2,7.49885441966717,4.677285864368611,7.0,,,,,,,,
A1_377,C5F2,-5.63220200450774,14.3923011782925,11.0,,,,,,,,
A1_378,C5F2,-10.7660587422747,3.69163210866436,1.0,,,,,,,,
A1_379,C5F2,17.307574493870998,9.76489821397163,7.0,,,,,,,,
A1_4,C5A4,-7.695145434200589,21.15543444913,8.0,,,,,,,,
A1_40,C5C3,-0.3832617748712221,-0.131580094690251,9.0,,,,,,,,
A1_41,C5C3,-8.6704715494982,-9.08511250238484,2.0,,,,,,,,
A1_43,C5C3,5.83523425933901,-1.18894879288435,3.0,,,,,,,,
A1_46,C5C3,18.212871993337,1.70818586767169,6.0,,,,,,,,
A1_47,C5C3,-10.4360941545553,-0.22359459308383497,1.0,,,,,,,,
A1_48,C5C3,21.3150447082103,0.35301799600724293,3.0,,,,,,,,
A1_52,C5C3,-33.9348708074655,4.22390625095753,4.0,,,,,,,,
A1_53,C5C3,27.8794975956568,-1.87007653153362,3.0,,,,,,,,
A1_54,C5C3,20.8262181018107,-1.6893633512925401,3.0,,,,,,,,
A1_55,C5C3,11.0320023604582,-7.17702264576764,3.0,,,,,,,,
A1_57,C5C3,-7.73950706359378,21.1544060161673,8.0,,,,,,,,
A1_59,C5C3,-36.232368256497395,0.927676477054554,4.0,,,,,,,,
A1_6,C5C3,-9.55836308932357,-1.8642665367433997,1.0,,,,,,,,
A1_61,C5C3,-8.918633459796972,6.31150224236238,1.0,,,,,,,,
A1_62,C5C3,2.91868857137042,5.58357279528754,6.0,,,,,,,,
A1_64,C5C3,-7.43949613565198,22.0906174034002,8.0,,,,,,,,
A1_65,C5C3,6.82671491617051,-11.9965185742692,9.0,,,,,,,,
A1_68,C5C3,3.8790088252006205,5.72375990317526,6.0,,,,,,,,
A1_7,C5C3,-12.886428498756,-6.852156215864401,1.0,,,,,,,,
A1_70,C5C3,-9.95131086675144,-8.08754969283456,2.0,,,,,,,,
A1_71,C5C3,-38.5909419358488,1.4053479055895002,4.0,,,,,,,,
A1_73,C5C3,7.36433334718987,0.53857388812108,7.0,,,,,,,,
A1_74,C5C3,-6.999641789707169,21.705983843779396,8.0,,,,,,,,
A1_76,C5C3,-7.51433884201741,2.56883787289005,1.0,,,,,,,,
A1_77,C5C3,11.408722933968,8.50222848267731,7.0,,,,,,,,
A1_78,C5C3,27.8077636843739,-1.9970056376599699,6.0,,,,,,,,
A1_79,C5C3,13.7925852474611,11.202781065706,6.0,,,,,,,,
A1_82,C5C3,-5.3345734309308,4.67988260728395,1.0,,,,,,,,
A1_83,C5C3,-7.5143501057188296,21.9258446065924,8.0,,,,,,,,
A1_84,C5C3,8.05071798140607,2.7416496222083904,7.0,,,,,,,,
A1_87,C5C3,-38.88916781460561,0.45965616421507105,4.0,,,,,,,,
A1_89,C5C3,-0.349203265149517,6.84031060076741,1.0,,,,,,,,
A1_9,C5C3,11.5902396699294,10.540961088627899,7.0,,,,,,,,
A1_92,C5C3,-12.4375587093485,-4.66818051204459,2.0,,,,,,,,
A1_94,C5C3,17.3973362851407,-5.66286092909927,9.0,,,,,,,,
A1_97,C5C3,13.2164062907722,9.96369942465384,2.0,,,,,,,,
A2_1,,,,,,0.0,,,,,,
A2_10,,,,,,1.0,,,,,,
A2_100,,,,,,0.0,,,,,,
A2_101,,,,,,2.0,,,,,,
A2_102,C5A9,13.8127157521051,3.97904088331599,7.0,,3.0,,,,,,
A2_104,,,,,,4.0,,,,,,
A2_105,C5A9,4.84697431332469,-2.26114478693962,9.0,,5.0,,,,,,
A2_107,C5A9,-9.85726562736703,0.39554250684785097,1.0,,,,,,,,
A2_108,,,,,,6.0,,,,,,
A2_109,,,,,,7.0,,,,,,
A2_11,C5A9,10.8699001510523,0.9102249821207801,3.0,,4.0,,,,,,
A2_110,,,,,,8.0,,,,,,
A2_111,C5A9,0.872845724871047,5.640578603980201,1.0,,,,,,,,
A2_113,,,,,,7.0,,,,,,
A2_114,C5A9,-9.78385785118884,-20.30202550911,5.0,,9.0,,,,,,
A2_115,C5A9,9.04890720298483,-8.30732607899657,9.0,,10.0,,,,,,
A2_117,,,,,,9.0,,,,,,
A2_118,,,,,,11.0,,,,,,
A2_119,,,,,,12.0,,,,,,
A2_12,C5A9,8.1653823708766,5.69302156627179,7.0,,3.0,,,,,,
A2_120,C5A9,0.21691847874539397,-3.3104109261226498,1.0,,2.0,,,,,,
A2_121,,,,,,13.0,,,,,,
A2_122,,,,,,14.0,,,,,,
A2_123,C5A9,-8.47004356209531,-20.11048918605,5.0,,15.0,,,,,,
A2_125,,,,,,10.0,,,,,,
A2_126,C5A9,-7.58836071671608,-16.6541702389239,5.0,,12.0,,,,,,
A2_127,C5A9,-10.6700662580377,-3.02788141960644,2.0,,16.0,,,,,,
A2_129,C5A9,7.85199261197827,5.805305842139179,7.0,,17.0,,,,,,
A2_13,C5A9,-7.08892801322588,-3.10220884838803,2.0,,14.0,,,,,,
A2_130,C5A9,-8.12720179085334,-20.1764809801335,5.0,,7.0,,,,,,
A2_131,,,,,,9.0,,,,,,
A2_132,,,,,,13.0,,,,,,
A2_134,,,,,,16.0,,,,,,
A2_135,,,,,,13.0,,,,,,
A2_136,,,,,,12.0,,,,,,
A2_137,C5A9,11.7425722846494,-1.25313055752288,3.0,,14.0,,,,,,
A2_138,C5A9,-4.174728916723359,-5.87200055821742,3.0,,4.0,,,,,,
A2_139,,,,,,18.0,,,,,,
A2_14,,,,,,18.0,,,,,,
A2_140,,,,,,12.0,,,,,,
A2_141,,,,,,19.0,,,,,,
A2_142,C5A9,10.5963989205941,-0.9679551477345172,7.0,,9.0,,,,,,
A2_143,,,,,,18.0,,,,,,
A2_144,C5A9,-5.208724578981481,-19.067748755143896,5.0,,7.0,,,,,,
A2_145,C5A9,4.8290764363720395,-1.5212394692929398,3.0,,0.0,,,,,,
A2_146,,,,,,1.0,,,,,,
A2_147,C5A9,1.08501441062501,0.7717434225577908,3.0,,14.0,,,,,,
A2_148,C5A9,12.495241032953,7.6945055911176805,9.0,,0.0,,,,,,
A2_149,,,,,,17.0,,,,,,
A2_15,C5A9,-32.9061333225505,5.010077559991969,4.0,,2.0,,,,,,
A2_150,,,,,,7.0,,,,,,
A2_151,C5A9,19.591283774254897,0.807089411881208,3.0,,17.0,,,,,,
A2_152,C5A9,-2.76367969950209,1.20175543757766,3.0,,18.0,,,,,,
A2_153,C5A9,14.1879292682762,9.95929816172252,9.0,,15.0,,,,,,
A2_154,C5A9,15.795846193747598,3.60217705356565,7.0,,2.0,,,,,,
A2_156,C5A9,-35.6019820804156,3.59136637071665,12.0,,15.0,,,,,,
A2_157,C5A9,10.739031672046401,1.9796028988888401,7.0,,4.0,,,,,,
A2_158,C5A9,-3.92097690647098,-4.60400017582454,3.0,,8.0,,,,,,
A2_159,C5A9,-38.1400916748955,2.65765424976009,4.0,,18.0,,,,,,
A2_16,C5A9,-15.674170568136198,-6.62750516496889,1.0,,20.0,,,,,,
A2_160,C5A9,-9.96007305708209,-17.518838261309302,5.0,,2.0,,,,,,
A2_161,C5A9,5.647562981211291,-0.5964946158682679,3.0,,14.0,,,,,,
A2_162,C5A9,18.888102354399898,2.20870207639012,3.0,,,,,,,,
A2_163,C5A9,-10.731581005599901,-20.630714452370103,3.0,,3.0,,,,,,
A2_164,,,,,,16.0,,,,,,
A2_165,C5A9,8.42701343215617,0.24174756384316798,9.0,,21.0,,,,,,
A2_167,C5A9,28.3993980186128,-2.25550933576866,3.0,,16.0,,,,,,
A2_168,C5A9,-6.82639266827736,-19.462095622248,5.0,,22.0,,,,,,
A2_169,,,,,,4.0,,,,,,
A2_17,C5A9,3.32213557548428,-9.07574901784356,9.0,,2.0,,,,,,
A2_170,C5A9,6.00662590523404,0.0602802279949409,3.0,,22.0,,,,,,
A2_172,,,,,,21.0,,,,,,
A2_173,C5A9,7.43918880266447,-2.80698203690629,7.0,,18.0,,,,,,
A2_174,C5A9,3.9060910640878905,-9.420732845519579,9.0,,22.0,,,,,,
A2_175,C5A9,9.85834698860387,9.09228718480601,7.0,,14.0,,,,,,
A2_177,,,,,,18.0,,,,,,
A2_178,C5A9,8.43463504737799,3.1551561031277697,7.0,,17.0,,,,,,
A2_179,C5A9,-7.2758909311049695,-20.046642801291302,5.0,,19.0,,,,,,
A2_18,C5A9,13.1628024999746,0.15828257712698499,3.0,,11.0,,,,,,
A2_180,,,,,,7.0,,,,,,
A2_181,C5A9,16.8798034355932,2.6496830153363398,3.0,,4.0,,,,,,
A2_182,,,,,,16.0,,,,,,
A2_183,,,,,,7.0,,,,,,
A2_184,,,,,,2.0,,,,,,
A2_186,C5A9,-2.50448000336203,2.6548506118511,5.0,,0.0,,,,,,
A2_187,,,,,,2.0,,,,,,
A2_188,,,,,,18.0,,,,,,
A2_189,,,,,,4.0,,,,,,
A2_19,,,,,,10.0,,,,,,
A2_190,,,,,,9.0,,,,,,
A2_191,C5A9,-16.0302796508236,-1.2144913864993998,2.0,,17.0,,,,,,
A2_192,,,,,,10.0,,,,,,
A2_193,C5A9,10.3651428138909,-0.8814724218938922,7.0,,10.0,,,,,,
A2_194,C5A9,10.718633411075599,-8.81775960552423,9.0,,,,,,,,
A2_195,,,,,,14.0,,,,,,
A2_196,,,,,,23.0,,,,,,
A2_197,,,,,,2.0,,,,,,
A2_198,,,,,,6.0,,,,,,
A2_199,,,,,,8.0,,,,,,
A2_2,C5A9,-6.20186809786331,-7.6052666446877994,3.0,,20.0,,,,,,
A2_20,,,,,,12.0,,,,,,
A2_200,C5A9,7.4686693475673795,5.95134153858725,7.0,,,,,,,,
A2_201,,,,,,17.0,,,,,,
A2_202,,,,,,17.0,,,,,,
A2_203,,,,,,7.0,,,,,,
A2_204,C5A9,6.892343154965951,2.93935548887569,7.0,,2.0,,,,,,
A2_205,C5A9,-13.0218165151071,5.5289369616120005,1.0,,1.0,,,,,,
A2_207,,,,,,2.0,,,,,,
A2_208,C5A9,-8.50970525252868,0.85629049459733,1.0,,4.0,,,,,,
A2_21,C5A9,4.880094374860151,-1.8647738161918301,3.0,,14.0,,,,,,
A2_210,,,,,,13.0,,,,,,
A2_211,C5A9,8.19506001624586,-0.7710979892390931,3.0,,10.0,,,,,,
A2_212,C5A9,-13.807031359943302,-6.4931805184562394,2.0,,0.0,,,,,,
A2_213,C5A9,7.902244477456501,-5.041045234974701,3.0,,11.0,,,,,,
A2_214,C5A9,7.0460820727247695,-9.35233506165831,9.0,,4.0,,,,,,
A2_215,,,,,,17.0,,,,,,
A2_216,,,,,,13.0,,,,,,
A2_217,,,,,,12.0,,,,,,
A2_219,,,,,,5.0,,,,,,
A2_22,C5A9,-38.222240352171795,0.127698657354333,4.0,,5.0,,,,,,
